Instance_Name,Algo_Type,Source,Target,k,#V,#E,#V_stPaths,#E_stPaths,#stPaths,Avg_stPath_Length,Milliseconds, PrepMillisec,Diversity, UnweightedDiv, MinDiv, MaxDiv, MinUnw, MaxUnw
co_dist.gr.gz,KBest,284724,372749,10,435666,1042400,648,658,128,604.6875,2536,2536,1.66894E7,1884.0,4600.0,698600.0,4.0,82.0
wiki-talk.txt.gz,Diverse,10053,1993919,10,2394385,5021410,70,147,80,4.0,12655,12624,320.0,320.0,6.0,8.0,6.0,8.0
wiki-talk.txt.gz,KBest,10053,1993919,10,2394385,5021410,70,147,80,4.0,12624,12624,246.0,246.0,4.0,6.0,4.0,6.0
wiki-talk.txt.gz,Diverse,16883,906202,10,2394385,5021410,91,198,111,4.0,14863,14837,320.0,320.0,4.0,8.0,4.0,8.0
wiki-talk.txt.gz,KBest,16883,906202,10,2394385,5021410,91,198,111,4.0,14837,14837,294.0,294.0,4.0,8.0,4.0,8.0
wiki-talk.txt.gz,Diverse,20560,273957,10,2394385,5021410,209,947,740,5.0,15834,15738,270.0,270.0,6.0,6.0,6.0,6.0
wiki-talk.txt.gz,KBest,20560,273957,10,2394385,5021410,209,947,740,5.0,15739,15738,248.0,248.0,4.0,6.0,4.0,6.0
wiki-talk.txt.gz,Diverse,161242,1397624,10,2394385,5021410,63,136,75,5.0,13254,13249,270.0,270.0,6.0,6.0,6.0,6.0
wiki-talk.txt.gz,KBest,161242,1397624,10,2394385,5021410,63,136,75,5.0,13249,13249,242.0,242.0,4.0,6.0,4.0,6.0
wiki-talk.txt.gz,Diverse,55762,358458,10,2394385,5021410,150,385,237,6.0,18574,18548,270.0,270.0,6.0,6.0,6.0,6.0
wiki-talk.txt.gz,KBest,55762,358458,10,2394385,5021410,150,385,237,6.0,18548,18548,248.0,248.0,4.0,6.0,4.0,6.0
wiki-talk.txt.gz,Diverse,152348,1172713,10,2394385,5021410,237,562,327,5.0,18394,18315,268.0,268.0,4.0,6.0,4.0,6.0
wiki-talk.txt.gz,KBest,152348,1172713,10,2394385,5021410,237,562,327,5.0,18315,18315,214.0,214.0,4.0,6.0,4.0,6.0
wiki-talk.txt.gz,Diverse,586865,484745,10,2394385,5021410,40,74,36,4.0,16394,16390,180.0,180.0,4.0,4.0,4.0,4.0
wiki-talk.txt.gz,KBest,586865,484745,10,2394385,5021410,40,74,36,4.0,16390,16390,180.0,180.0,4.0,4.0,4.0,4.0
wiki-talk.txt.gz,Diverse,145693,188404,10,2394385,5021410,39,72,35,4.0,13092,13090,270.0,270.0,0.0,8.0,0.0,8.0
wiki-talk.txt.gz,KBest,145693,188404,10,2394385,5021410,39,72,35,4.0,13090,13090,244.0,244.0,4.0,8.0,4.0,8.0
wiki-talk.txt.gz,Diverse,57498,1867863,10,2394385,5021410,39,72,35,4.0,13920,13918,180.0,180.0,4.0,4.0,4.0,4.0
wiki-talk.txt.gz,KBest,57498,1867863,10,2394385,5021410,39,72,35,4.0,13918,13918,180.0,180.0,4.0,4.0,4.0,4.0
wiki-talk.txt.gz,Diverse,347030,220997,10,2394385,5021410,108,210,104,5.0,16011,15981,230.0,230.0,4.0,6.0,4.0,6.0
wiki-talk.txt.gz,KBest,347030,220997,10,2394385,5021410,108,210,104,5.0,15981,15981,208.0,208.0,4.0,6.0,4.0,6.0
wiki-talk.txt.gz,Diverse,256128,411405,10,2394385,5021410,39,72,35,4.0,14609,14607,180.0,180.0,4.0,4.0,4.0,4.0
wiki-talk.txt.gz,KBest,256128,411405,10,2394385,5021410,39,72,35,4.0,14607,14607,180.0,180.0,4.0,4.0,4.0,4.0
wiki-talk.txt.gz,Diverse,59516,1286037,10,2394385,5021410,94,222,132,4.0,16288,16277,336.0,336.0,6.0,8.0,6.0,8.0
wiki-talk.txt.gz,KBest,59516,1286037,10,2394385,5021410,94,222,132,4.0,16277,16277,282.0,282.0,4.0,8.0,4.0,8.0
wiki-talk.txt.gz,Diverse,208445,116699,10,2394385,5021410,53,100,49,4.0,13773,13769,180.0,180.0,4.0,4.0,4.0,4.0
wiki-talk.txt.gz,KBest,208445,116699,10,2394385,5021410,53,100,49,4.0,13769,13769,180.0,180.0,4.0,4.0,4.0,4.0
wiki-talk.txt.gz,Diverse,1551952,1496498,10,2394385,5021410,64,155,93,5.0,17026,17019,270.0,270.0,6.0,6.0,6.0,6.0
wiki-talk.txt.gz,KBest,1551952,1496498,10,2394385,5021410,64,155,93,5.0,17019,17019,260.0,260.0,4.0,6.0,4.0,6.0
wiki-talk.txt.gz,Diverse,745816,96988,10,2394385,5021410,47,86,41,4.0,12837,12834,306.0,306.0,0.0,8.0,0.0,8.0
wiki-talk.txt.gz,KBest,745816,96988,10,2394385,5021410,47,86,41,4.0,12834,12834,282.0,282.0,4.0,8.0,4.0,8.0
wiki-talk.txt.gz,Diverse,272229,2019002,10,2394385,5021410,40,74,36,4.0,13056,13054,180.0,180.0,4.0,4.0,4.0,4.0
wiki-talk.txt.gz,KBest,272229,2019002,10,2394385,5021410,40,74,36,4.0,13054,13054,180.0,180.0,4.0,4.0,4.0,4.0
wiki-talk.txt.gz,Diverse,162412,1502069,10,2394385,5021410,121,519,400,5.0,13239,13207,270.0,270.0,6.0,6.0,6.0,6.0
wiki-talk.txt.gz,KBest,162412,1502069,10,2394385,5021410,121,519,400,5.0,13207,13207,234.0,234.0,4.0,6.0,4.0,6.0
wiki-talk.txt.gz,Diverse,849958,1194774,10,2394385,5021410,130,425,297,5.0,17262,17238,270.0,270.0,6.0,6.0,6.0,6.0
wiki-talk.txt.gz,KBest,849958,1194774,10,2394385,5021410,130,425,297,5.0,17238,17238,238.0,238.0,4.0,6.0,4.0,6.0
wiki-talk.txt.gz,Diverse,80173,1688288,10,2394385,5021410,41,79,41,4.0,13204,13202,288.0,288.0,0.0,8.0,0.0,8.0
wiki-talk.txt.gz,KBest,80173,1688288,10,2394385,5021410,41,79,41,4.0,13202,13202,250.0,250.0,4.0,8.0,4.0,8.0
wiki-talk.txt.gz,Diverse,69087,2293261,10,2394385,5021410,241,707,468,5.0,12575,12481,270.0,270.0,6.0,6.0,6.0,6.0
wiki-talk.txt.gz,KBest,69087,2293261,10,2394385,5021410,241,707,468,5.0,12481,12481,242.0,242.0,4.0,6.0,4.0,6.0
wiki-talk.txt.gz,Diverse,1033441,2121514,10,2394385,5021410,111,255,146,5.0,11819,11801,262.0,262.0,4.0,6.0,4.0,6.0
wiki-talk.txt.gz,KBest,1033441,2121514,10,2394385,5021410,111,255,146,5.0,11801,11801,250.0,250.0,4.0,6.0,4.0,6.0
wiki-talk.txt.gz,Diverse,15444,92557,10,2394385,5021410,104,228,134,5.0,13056,13040,342.0,342.0,6.0,8.0,6.0,8.0
wiki-talk.txt.gz,KBest,15444,92557,10,2394385,5021410,104,228,134,5.0,13040,13040,296.0,296.0,4.0,8.0,4.0,8.0
wiki-talk.txt.gz,Diverse,44282,96440,10,2394385,5021410,114,224,112,4.0,15170,15154,240.0,240.0,0.0,6.0,0.0,6.0
wiki-talk.txt.gz,KBest,44282,96440,10,2394385,5021410,114,224,112,4.0,15154,15154,198.0,198.0,4.0,6.0,4.0,6.0
wiki-talk.txt.gz,Diverse,1615205,62187,10,2394385,5021410,32,62,32,4.0,12343,12330,312.0,312.0,4.0,8.0,4.0,8.0
wiki-talk.txt.gz,KBest,1615205,62187,10,2394385,5021410,32,62,32,4.0,12330,12330,282.0,282.0,4.0,8.0,4.0,8.0
wiki-talk.txt.gz,Diverse,114286,1604756,10,2394385,5021410,81,159,80,4.0,12276,12258,280.0,280.0,4.0,8.0,4.0,8.0
wiki-talk.txt.gz,KBest,114286,1604756,10,2394385,5021410,81,159,80,4.0,12258,12258,254.0,254.0,4.0,8.0,4.0,8.0
wiki-talk.txt.gz,Diverse,79102,1373686,10,2394385,5021410,40,75,38,5.0,16493,16492,328.0,328.0,4.0,8.0,4.0,8.0
wiki-talk.txt.gz,KBest,79102,1373686,10,2394385,5021410,40,75,38,5.0,16492,16492,304.0,304.0,4.0,8.0,4.0,8.0
wiki-talk.txt.gz,Diverse,111720,1091775,10,2394385,5021410,48,90,44,4.0,16723,16720,180.0,180.0,4.0,4.0,4.0,4.0
wiki-talk.txt.gz,KBest,111720,1091775,10,2394385,5021410,48,90,44,4.0,16720,16720,180.0,180.0,4.0,4.0,4.0,4.0
wiki-talk.txt.gz,Diverse,479511,2386858,10,2394385,5021410,39,72,35,5.0,15287,15285,270.0,270.0,6.0,6.0,6.0,6.0
wiki-talk.txt.gz,KBest,479511,2386858,10,2394385,5021410,39,72,35,5.0,15285,15285,260.0,260.0,4.0,6.0,4.0,6.0
wiki-talk.txt.gz,Diverse,1016835,1914971,10,2394385,5021410,82,189,109,5.0,16363,16351,270.0,270.0,6.0,6.0,6.0,6.0
wiki-talk.txt.gz,KBest,1016835,1914971,10,2394385,5021410,82,189,109,5.0,16351,16351,240.0,240.0,4.0,6.0,4.0,6.0
wiki-talk.txt.gz,Diverse,110773,1173983,10,2394385,5021410,91,281,192,5.0,16437,16424,320.0,320.0,6.0,8.0,6.0,8.0
wiki-talk.txt.gz,KBest,110773,1173983,10,2394385,5021410,91,281,192,5.0,16424,16424,292.0,292.0,4.0,8.0,4.0,8.0
wiki-talk.txt.gz,Diverse,251659,1352522,10,2394385,5021410,55,112,59,5.0,16266,16263,270.0,270.0,6.0,6.0,6.0,6.0
wiki-talk.txt.gz,KBest,251659,1352522,10,2394385,5021410,55,112,59,5.0,16263,16263,242.0,242.0,4.0,6.0,4.0,6.0
wiki-talk.txt.gz,Diverse,2047321,2118111,10,2394385,5021410,66,139,75,5.0,16654,16648,266.0,266.0,4.0,6.0,4.0,6.0
wiki-talk.txt.gz,KBest,2047321,2118111,10,2394385,5021410,66,139,75,5.0,16648,16648,248.0,248.0,4.0,6.0,4.0,6.0
wiki-talk.txt.gz,Diverse,537338,2204549,10,2394385,5021410,73,145,74,5.0,16549,16537,314.0,314.0,4.0,8.0,4.0,8.0
wiki-talk.txt.gz,KBest,537338,2204549,10,2394385,5021410,73,145,74,5.0,16537,16537,272.0,272.0,4.0,8.0,4.0,8.0
wiki-talk.txt.gz,Diverse,58679,210813,10,2394385,5021410,57,108,53,4.0,16229,16225,180.0,180.0,4.0,4.0,4.0,4.0
wiki-talk.txt.gz,KBest,58679,210813,10,2394385,5021410,57,108,53,4.0,16225,16225,180.0,180.0,4.0,4.0,4.0,4.0
wiki-talk.txt.gz,Diverse,627134,250276,10,2394385,5021410,140,274,136,4.0,15922,15900,180.0,180.0,4.0,4.0,4.0,4.0
wiki-talk.txt.gz,KBest,627134,250276,10,2394385,5021410,140,274,136,4.0,15900,15900,180.0,180.0,4.0,4.0,4.0,4.0
wiki-talk.txt.gz,Diverse,132467,1461431,10,2394385,5021410,36,67,33,5.0,13693,13692,270.0,270.0,6.0,6.0,6.0,6.0
wiki-talk.txt.gz,KBest,132467,1461431,10,2394385,5021410,36,67,33,5.0,13692,13692,236.0,236.0,4.0,6.0,4.0,6.0
wiki-talk.txt.gz,Diverse,83303,1747793,10,2394385,5021410,89,198,111,4.0,15087,15076,244.0,244.0,4.0,6.0,4.0,6.0
wiki-talk.txt.gz,KBest,83303,1747793,10,2394385,5021410,89,198,111,4.0,15076,15076,242.0,242.0,4.0,6.0,4.0,6.0
wiki-talk.txt.gz,Diverse,447,1419158,10,2394385,5021410,84,171,89,4.0,12895,12886,240.0,240.0,0.0,6.0,0.0,6.0
wiki-talk.txt.gz,KBest,447,1419158,10,2394385,5021410,84,171,89,4.0,12886,12886,226.0,226.0,4.0,6.0,4.0,6.0
wiki-talk.txt.gz,Diverse,162558,117300,10,2394385,5021410,44,81,39,4.0,16964,16962,210.0,210.0,0.0,6.0,0.0,6.0
wiki-talk.txt.gz,KBest,162558,117300,10,2394385,5021410,44,81,39,4.0,16962,16962,198.0,198.0,4.0,6.0,4.0,6.0
wiki-talk.txt.gz,Diverse,1337936,1661264,10,2394385,5021410,60,114,56,4.0,12926,12922,180.0,180.0,4.0,4.0,4.0,4.0
wiki-talk.txt.gz,KBest,1337936,1661264,10,2394385,5021410,60,114,56,4.0,12922,12922,180.0,180.0,4.0,4.0,4.0,4.0
wiki-talk.txt.gz,Diverse,218848,1256774,10,2394385,5021410,103,210,109,4.0,11955,11942,230.0,230.0,4.0,6.0,4.0,6.0
wiki-talk.txt.gz,KBest,218848,1256774,10,2394385,5021410,103,210,109,4.0,11942,11942,222.0,222.0,4.0,6.0,4.0,6.0
wiki-talk.txt.gz,Diverse,29423,41608,10,2394385,5021410,186,559,375,5.0,15428,15373,270.0,270.0,6.0,6.0,6.0,6.0
wiki-talk.txt.gz,KBest,29423,41608,10,2394385,5021410,186,559,375,5.0,15373,15373,242.0,242.0,4.0,6.0,4.0,6.0
wiki-talk.txt.gz,Diverse,116801,193548,10,2394385,5021410,29,63,36,4.0,13147,13146,254.0,254.0,4.0,6.0,4.0,6.0
wiki-talk.txt.gz,KBest,116801,193548,10,2394385,5021410,29,63,36,4.0,13146,13146,230.0,230.0,4.0,6.0,4.0,6.0
wiki-talk.txt.gz,Diverse,544853,564755,10,2394385,5021410,115,232,119,4.0,16251,16236,254.0,254.0,4.0,6.0,4.0,6.0
wiki-talk.txt.gz,KBest,544853,564755,10,2394385,5021410,115,232,119,4.0,16236,16236,234.0,234.0,4.0,6.0,4.0,6.0
wiki-talk.txt.gz,Diverse,37918,884474,10,2394385,5021410,73,181,110,4.0,16454,16445,264.0,264.0,4.0,6.0,4.0,6.0
wiki-talk.txt.gz,KBest,37918,884474,10,2394385,5021410,73,181,110,4.0,16445,16445,238.0,238.0,4.0,6.0,4.0,6.0
wiki-talk.txt.gz,Diverse,16246,69279,10,2394385,5021410,58,154,98,4.0,16479,16468,270.0,270.0,6.0,6.0,6.0,6.0
wiki-talk.txt.gz,KBest,16246,69279,10,2394385,5021410,58,154,98,4.0,16468,16468,246.0,246.0,4.0,6.0,4.0,6.0
wiki-talk.txt.gz,Diverse,115792,476489,10,2394385,5021410,66,147,83,4.0,15949,15933,252.0,252.0,4.0,6.0,4.0,6.0
wiki-talk.txt.gz,KBest,115792,476489,10,2394385,5021410,66,147,83,4.0,15933,15933,234.0,234.0,4.0,6.0,4.0,6.0
wiki-talk.txt.gz,Diverse,179524,220824,10,2394385,5021410,47,86,41,5.0,16521,16519,262.0,262.0,4.0,6.0,4.0,6.0
wiki-talk.txt.gz,KBest,179524,220824,10,2394385,5021410,47,86,41,5.0,16519,16519,246.0,246.0,4.0,6.0,4.0,6.0
wiki-talk.txt.gz,Diverse,451067,1629697,10,2394385,5021410,69,149,82,5.0,16504,16499,270.0,270.0,6.0,6.0,6.0,6.0
wiki-talk.txt.gz,KBest,451067,1629697,10,2394385,5021410,69,149,82,5.0,16499,16499,250.0,250.0,4.0,6.0,4.0,6.0
wiki-talk.txt.gz,Diverse,1031726,2018989,10,2394385,5021410,42,81,41,5.0,15162,15160,270.0,270.0,6.0,6.0,6.0,6.0
wiki-talk.txt.gz,KBest,1031726,2018989,10,2394385,5021410,42,81,41,5.0,15160,15160,248.0,248.0,4.0,6.0,4.0,6.0
wiki-talk.txt.gz,Diverse,1782831,1967254,10,2394385,5021410,68,130,64,4.0,16308,16303,180.0,180.0,4.0,4.0,4.0,4.0
wiki-talk.txt.gz,KBest,1782831,1967254,10,2394385,5021410,68,130,64,4.0,16303,16303,180.0,180.0,4.0,4.0,4.0,4.0
wiki-talk.txt.gz,Diverse,30076,2069014,10,2394385,5021410,133,308,180,5.0,15701,15677,328.0,328.0,6.0,8.0,6.0,8.0
wiki-talk.txt.gz,KBest,30076,2069014,10,2394385,5021410,133,308,180,5.0,15677,15677,312.0,312.0,4.0,8.0,4.0,8.0
wiki-talk.txt.gz,Diverse,295334,214450,10,2394385,5021410,197,838,643,5.0,16566,16501,270.0,270.0,6.0,6.0,6.0,6.0
wiki-talk.txt.gz,KBest,295334,214450,10,2394385,5021410,197,838,643,5.0,16501,16501,236.0,236.0,4.0,6.0,4.0,6.0
wiki-talk.txt.gz,Diverse,335512,1987779,10,2394385,5021410,48,88,42,4.0,12890,12887,246.0,246.0,4.0,6.0,4.0,6.0
wiki-talk.txt.gz,KBest,335512,1987779,10,2394385,5021410,48,88,42,4.0,12887,12887,198.0,198.0,4.0,6.0,4.0,6.0
wiki-talk.txt.gz,Diverse,13914,2258422,10,2394385,5021410,62,129,69,4.0,13632,13627,254.0,254.0,4.0,6.0,4.0,6.0
wiki-talk.txt.gz,KBest,13914,2258422,10,2394385,5021410,62,129,69,4.0,13627,13627,240.0,240.0,4.0,6.0,4.0,6.0
wiki-talk.txt.gz,Diverse,5800,641921,10,2394385,5021410,35,65,32,3.0,13250,13249,180.0,180.0,4.0,4.0,4.0,4.0
wiki-talk.txt.gz,KBest,5800,641921,10,2394385,5021410,35,65,32,3.0,13249,13249,180.0,180.0,4.0,4.0,4.0,4.0
wiki-talk.txt.gz,Diverse,59392,2156098,10,2394385,5021410,133,368,237,5.0,18180,18156,270.0,270.0,6.0,6.0,6.0,6.0
wiki-talk.txt.gz,KBest,59392,2156098,10,2394385,5021410,133,368,237,5.0,18156,18156,250.0,250.0,4.0,6.0,4.0,6.0
wiki-talk.txt.gz,Diverse,2458,1777855,10,2394385,5021410,146,531,387,4.0,13515,13482,320.0,320.0,6.0,8.0,6.0,8.0
wiki-talk.txt.gz,KBest,2458,1777855,10,2394385,5021410,146,531,387,4.0,13482,13482,236.0,236.0,4.0,6.0,4.0,6.0
wiki-talk.txt.gz,Diverse,111298,1834830,10,2394385,5021410,127,392,267,5.0,13502,13480,270.0,270.0,6.0,6.0,6.0,6.0
wiki-talk.txt.gz,KBest,111298,1834830,10,2394385,5021410,127,392,267,5.0,13480,13480,250.0,250.0,4.0,6.0,4.0,6.0
wiki-talk.txt.gz,Diverse,7552,2118851,10,2394385,5021410,85,170,87,4.0,15261,15251,246.0,246.0,4.0,6.0,4.0,6.0
wiki-talk.txt.gz,KBest,7552,2118851,10,2394385,5021410,85,170,87,4.0,15251,15251,242.0,242.0,4.0,6.0,4.0,6.0
wiki-talk.txt.gz,Diverse,1025210,1518925,10,2394385,5021410,207,670,465,5.0,16738,16671,320.0,320.0,6.0,8.0,6.0,8.0
wiki-talk.txt.gz,KBest,1025210,1518925,10,2394385,5021410,207,670,465,5.0,16671,16671,246.0,246.0,4.0,8.0,4.0,8.0
wiki-talk.txt.gz,Diverse,533746,2280824,10,2394385,5021410,49,94,47,5.0,16307,16304,244.0,244.0,4.0,6.0,4.0,6.0
wiki-talk.txt.gz,KBest,533746,2280824,10,2394385,5021410,49,94,47,5.0,16304,16304,242.0,242.0,4.0,6.0,4.0,6.0
wiki-talk.txt.gz,Diverse,91797,2364174,10,2394385,5021410,87,176,92,5.0,16459,16450,330.0,330.0,4.0,8.0,4.0,8.0
wiki-talk.txt.gz,KBest,91797,2364174,10,2394385,5021410,87,176,92,5.0,16450,16450,286.0,286.0,4.0,8.0,4.0,8.0
wiki-talk.txt.gz,Diverse,856663,2040236,10,2394385,5021410,69,172,105,5.0,15949,15943,270.0,270.0,6.0,6.0,6.0,6.0
wiki-talk.txt.gz,KBest,856663,2040236,10,2394385,5021410,69,172,105,5.0,15943,15943,236.0,236.0,4.0,6.0,4.0,6.0
wiki-talk.txt.gz,Diverse,362710,544239,10,2394385,5021410,37,68,33,4.0,16307,16306,180.0,180.0,4.0,4.0,4.0,4.0
wiki-talk.txt.gz,KBest,362710,544239,10,2394385,5021410,37,68,33,4.0,16306,16306,180.0,180.0,4.0,4.0,4.0,4.0
wiki-talk.txt.gz,Diverse,40354,1661449,10,2394385,5021410,51,111,62,4.0,16031,16028,270.0,270.0,6.0,6.0,6.0,6.0
wiki-talk.txt.gz,KBest,40354,1661449,10,2394385,5021410,51,111,62,4.0,16028,16028,240.0,240.0,4.0,6.0,4.0,6.0
wiki-talk.txt.gz,Diverse,143,329579,10,2394385,5021410,46,94,50,3.0,13289,13286,230.0,230.0,4.0,6.0,4.0,6.0
wiki-talk.txt.gz,KBest,143,329579,10,2394385,5021410,46,94,50,3.0,13286,13286,226.0,226.0,4.0,6.0,4.0,6.0
wiki-talk.txt.gz,Diverse,353316,1900804,10,2394385,5021410,148,343,201,5.0,11779,11753,348.0,348.0,6.0,8.0,6.0,8.0
wiki-talk.txt.gz,KBest,353316,1900804,10,2394385,5021410,148,343,201,5.0,11753,11753,314.0,314.0,4.0,8.0,4.0,8.0
wiki-talk.txt.gz,Diverse,55975,323738,10,2394385,5021410,34,81,49,4.0,14745,14744,270.0,270.0,6.0,6.0,6.0,6.0
wiki-talk.txt.gz,KBest,55975,323738,10,2394385,5021410,34,81,49,4.0,14744,14744,238.0,238.0,4.0,6.0,4.0,6.0
wiki-talk.txt.gz,Diverse,971817,1122647,10,2394385,5021410,56,106,52,4.0,13735,13732,180.0,180.0,4.0,4.0,4.0,4.0
wiki-talk.txt.gz,KBest,971817,1122647,10,2394385,5021410,56,106,52,4.0,13732,13732,180.0,180.0,4.0,4.0,4.0,4.0
wiki-talk.txt.gz,Diverse,654185,2337740,10,2394385,5021410,36,66,32,4.0,11776,11775,220.0,220.0,0.0,6.0,0.0,6.0
wiki-talk.txt.gz,KBest,654185,2337740,10,2394385,5021410,36,66,32,4.0,11775,11775,180.0,180.0,4.0,4.0,4.0,4.0
wiki-talk.txt.gz,Diverse,42590,984693,10,2394385,5021410,83,168,87,4.0,12891,12882,246.0,246.0,4.0,6.0,4.0,6.0
wiki-talk.txt.gz,KBest,42590,984693,10,2394385,5021410,83,168,87,4.0,12882,12882,240.0,240.0,4.0,6.0,4.0,6.0
wiki-talk.txt.gz,Diverse,6142,654278,10,2394385,5021410,49,94,47,4.0,19090,19088,264.0,264.0,4.0,6.0,4.0,6.0
wiki-talk.txt.gz,KBest,6142,654278,10,2394385,5021410,49,94,47,4.0,19088,19088,248.0,248.0,4.0,6.0,4.0,6.0
wiki-talk.txt.gz,Diverse,413882,1369221,10,2394385,5021410,40,85,47,5.0,13131,13129,320.0,320.0,6.0,8.0,6.0,8.0
wiki-talk.txt.gz,KBest,413882,1369221,10,2394385,5021410,40,85,47,5.0,13129,13129,294.0,294.0,4.0,8.0,4.0,8.0
wiki-talk.txt.gz,Diverse,784878,24412,10,2394385,5021410,34,89,57,4.0,13229,13227,270.0,270.0,6.0,6.0,6.0,6.0
wiki-talk.txt.gz,KBest,784878,24412,10,2394385,5021410,34,89,57,4.0,13227,13227,252.0,252.0,4.0,6.0,4.0,6.0
wiki-talk.txt.gz,Diverse,609248,1751248,10,2394385,5021410,105,289,186,5.0,15547,15534,270.0,270.0,6.0,6.0,6.0,6.0
wiki-talk.txt.gz,KBest,609248,1751248,10,2394385,5021410,105,289,186,5.0,15534,15534,242.0,242.0,4.0,6.0,4.0,6.0
wiki-talk.txt.gz,Diverse,186671,639259,10,2394385,5021410,74,169,97,5.0,16324,16317,304.0,304.0,0.0,8.0,0.0,8.0
wiki-talk.txt.gz,KBest,186671,639259,10,2394385,5021410,74,169,97,5.0,16317,16317,284.0,284.0,4.0,8.0,4.0,8.0
wiki-talk.txt.gz,Diverse,76103,545453,10,2394385,5021410,43,84,43,5.0,16392,16390,296.0,296.0,0.0,8.0,0.0,8.0
wiki-talk.txt.gz,KBest,76103,545453,10,2394385,5021410,43,84,43,5.0,16390,16390,292.0,292.0,4.0,8.0,4.0,8.0
wiki-talk.txt.gz,Diverse,293554,1251362,10,2394385,5021410,49,114,67,5.0,16282,16279,264.0,264.0,4.0,6.0,4.0,6.0
wiki-talk.txt.gz,KBest,293554,1251362,10,2394385,5021410,49,114,67,5.0,16279,16279,240.0,240.0,4.0,6.0,4.0,6.0
wiki-talk.txt.gz,Diverse,127011,1100464,10,2394385,5021410,40,86,48,5.0,16198,16196,270.0,270.0,6.0,6.0,6.0,6.0
wiki-talk.txt.gz,KBest,127011,1100464,10,2394385,5021410,40,86,48,5.0,16196,16196,254.0,254.0,4.0,6.0,4.0,6.0
wiki-talk.txt.gz,Diverse,6081,535605,10,2394385,5021410,88,190,104,4.0,15859,15850,254.0,254.0,4.0,6.0,4.0,6.0
wiki-talk.txt.gz,KBest,6081,535605,10,2394385,5021410,88,190,104,4.0,15850,15850,240.0,240.0,4.0,6.0,4.0,6.0
wiki-talk.txt.gz,Diverse,256096,692477,10,2394385,5021410,47,88,43,4.0,16215,16213,180.0,180.0,4.0,4.0,4.0,4.0
wiki-talk.txt.gz,KBest,256096,692477,10,2394385,5021410,47,88,43,4.0,16213,16213,180.0,180.0,4.0,4.0,4.0,4.0
wiki-talk.txt.gz,Diverse,2961,1389502,10,2394385,5021410,61,122,63,4.0,13487,13484,314.0,314.0,6.0,8.0,6.0,8.0
wiki-talk.txt.gz,KBest,2961,1389502,10,2394385,5021410,61,122,63,4.0,13484,13484,254.0,254.0,4.0,8.0,4.0,8.0
wiki-talk.txt.gz,Diverse,75842,824478,10,2394385,5021410,99,207,110,4.0,12077,12007,280.0,280.0,4.0,8.0,4.0,8.0
wiki-talk.txt.gz,KBest,75842,824478,10,2394385,5021410,99,207,110,4.0,12007,12007,256.0,256.0,4.0,8.0,4.0,8.0
wiki-talk.txt.gz,Diverse,1029446,962016,10,2394385,5021410,44,84,42,4.0,12161,12159,230.0,230.0,4.0,6.0,4.0,6.0
wiki-talk.txt.gz,KBest,1029446,962016,10,2394385,5021410,44,84,42,4.0,12159,12159,210.0,210.0,4.0,6.0,4.0,6.0
wiki-talk.txt.gz,Diverse,567613,1610322,10,2394385,5021410,62,133,73,5.0,15124,15120,262.0,262.0,4.0,6.0,4.0,6.0
wiki-talk.txt.gz,KBest,567613,1610322,10,2394385,5021410,62,133,73,5.0,15120,15120,238.0,238.0,4.0,6.0,4.0,6.0
wiki-talk.txt.gz,Diverse,64684,412144,10,2394385,5021410,95,225,132,5.0,12956,12947,268.0,268.0,4.0,6.0,4.0,6.0
wiki-talk.txt.gz,KBest,64684,412144,10,2394385,5021410,95,225,132,5.0,12947,12947,242.0,242.0,4.0,6.0,4.0,6.0
wiki-talk.txt.gz,Diverse,1872170,2371916,10,2394385,5021410,50,93,45,4.0,13225,13222,210.0,210.0,0.0,6.0,0.0,6.0
wiki-talk.txt.gz,KBest,1872170,2371916,10,2394385,5021410,50,93,45,4.0,13222,13222,198.0,198.0,4.0,6.0,4.0,6.0
wiki-talk.txt.gz,Diverse,33211,1597334,10,2394385,5021410,154,348,196,4.0,13036,13006,256.0,256.0,4.0,6.0,4.0,6.0
wiki-talk.txt.gz,KBest,33211,1597334,10,2394385,5021410,154,348,196,4.0,13006,13006,230.0,230.0,4.0,6.0,4.0,6.0
wiki-talk.txt.gz,Diverse,119906,1419437,10,2394385,5021410,216,812,598,5.0,15562,15482,270.0,270.0,6.0,6.0,6.0,6.0
wiki-talk.txt.gz,KBest,119906,1419437,10,2394385,5021410,216,812,598,5.0,15482,15482,244.0,244.0,4.0,6.0,4.0,6.0
wiki-talk.txt.gz,Diverse,22090,143830,10,2394385,5021410,222,540,320,4.0,13079,13005,264.0,264.0,4.0,6.0,4.0,6.0
wiki-talk.txt.gz,KBest,22090,143830,10,2394385,5021410,222,540,320,4.0,13005,13005,242.0,242.0,4.0,6.0,4.0,6.0
wiki-talk.txt.gz,Diverse,152386,2320368,10,2394385,5021410,43,83,42,4.0,14206,14197,246.0,246.0,4.0,6.0,4.0,6.0
wiki-talk.txt.gz,KBest,152386,2320368,10,2394385,5021410,43,83,42,4.0,14197,14197,236.0,236.0,4.0,6.0,4.0,6.0
wiki-talk.txt.gz,Diverse,389904,1326602,10,2394385,5021410,63,120,59,4.0,12307,12303,180.0,180.0,4.0,4.0,4.0,4.0
wiki-talk.txt.gz,KBest,389904,1326602,10,2394385,5021410,63,120,59,4.0,12303,12303,180.0,180.0,4.0,4.0,4.0,4.0
